variant,V,lambda,lambda_over_V,C0,Delta,v_exit,L_catch,w_catch_L,L_beta,L_q,w_release,N,t_min,t_max,X_min,X_max,coord_time,proper_time,min_dtaudt,timelike_fail_points,max_worldline_norm,max_abs_v_rel,min_1_minus_vrel2,gtt_positive_points,max_gtt,max_theta_product,min_rho_world,max_neg_nec_sum,max_abs_tidal_radial_pass,max_abs_tidal_angular_pass,max_abs_tidal_pass,max_abs_j_l_adm,max_abs_pressure_adm,I_neg_rho_world_dtau,I_neg_nec_sum_dtau,I_abs_tidal_dtau,I_abs_flux_dtau,I_abs_pressure_dtau,peak_tide_t,peak_tide_X,peak_flux_t,peak_flux_X,peak_E,peak_q,peak_W,score
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.5,0.65,0.4,1.1,1.45,0.3,161,-0.20247012091751954,4.913587588493664,-0.3999999999999999,2.9499999999999997,5.116057709411184,175.3646514513698,0.832290730184071,0,-0.692707859550334,0.5730031827713212,0.6716673525339358,0,-1.0,-3.90025526843112e-08,-3485.9783938931896,3836.5546675019586,1711.358547078158,1634.0014471823843,1711.358547078158,53.96914588676835,4447.401604179638,366.85674332251557,128.88512328529572,207.18645620987937,26.372803273175773,504.86180566619646,0.5649385354941581,0.7626423802631308,0.5649385354941581,0.7626423802631308,0.9045686274545441,0.9898731263458856,0.17801241245569177,1718.0665312751544
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.3,0.45,0.4,1.1,1.45,0.3,161,-0.2073989613714599,8.50154961661384,-0.4000000000000002,2.95,8.7089485779853,318.9004690213419,0.9539388697884985,0,-0.909999367293358,0.30000313422932884,0.9099981194525792,0,-1.0,-7.869731487454759e-08,-3396.0220654893237,4888.220366989508,1806.8063623413163,1550.8051095687808,1806.8063623413163,38.22042868737409,4318.35623795519,791.5912540237957,371.4874867721155,484.44249078796867,34.298197274984396,1207.1772315078363,1.2622361111635594,0.7782006299412176,1.2078051825511513,0.7618675040199985,0.8952314947350666,0.9887787630189308,0.03083759502027522,1825.723718652672
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.5,0.45,0.15,1.1,1.45,0.3,161,-0.20006929268779033,5.224721485422005,-0.40000000000000013,2.95,5.424790778109796,238.58187801001412,0.8660254037840988,0,-0.7499999999994114,0.5000000000027596,0.7499999999972404,0,-1.0,-1.1971648415027822e-08,-3802.6661357173207,4410.750730377763,1839.5409566522171,1584.1575206378907,1839.5409566522171,30.24492449599829,4681.455872626301,450.9791213987816,179.32721108070237,286.62818375914156,33.074300104098405,691.7150467050772,0.8509839205709826,0.7631312144086689,0.8509839205709826,0.7631312144086689,0.904286934779831,0.9898404059389032,0.1694486209953785,1848.8380602072932
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.5,0.45,0.25,1.1,1.45,0.3,161,-0.2012124364979762,5.219945545060961,-0.4,2.9499999999999997,5.421157981558937,237.7860609993626,0.8660246493165018,0,-0.74999869322377,0.500002420068124,0.7499975799260192,0,-1.0,-5.5051009458319695e-09,-4377.122995760363,3997.0290154833374,2121.5508802303357,1485.7318846667056,2121.5508802303357,41.496250483454105,5168.6278047930555,448.8938067385988,171.87266316520595,298.3526291849134,35.17305877900474,710.1427299539637,0.8491369224290679,0.7645913733567687,0.8152546850443245,0.7476471492990024,0.9034410807049058,0.989742044978221,0.14579154152372575,2130.496243976386
U_coupled_shift,2.0,2.4,1.2,100.0,0.1,0.3,0.45,0.15,1.1,1.45,0.3,161,-0.200078531806625,8.557807250241567,-0.4,2.9499999999999997,8.757885782048191,330.3643466802109,0.9539392014169457,0,-0.91,0.3,0.91,0,-1.0,-2.2616972776211759e-07,-4738.199180781951,3736.9131424488623,2361.8822899244246,1384.3831148417964,2361.8822899244246,38.24273624569308,5526.647013524685,781.1149116562808,403.4898493546799,533.2280657030029,41.204357324698655,1282.0793078395313,1.2778146939140074,0.7660022331016916,1.2230779077762062,0.7495811972602162,0.9026174496101689,0.9896461099240592,0.12556507920710036,2382.468825965406
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.85,0.25,1.1,1.45,0.3,161,-0.2000567267499933,7.424605757476501,-0.40000000000000013,2.9499999999999993,7.624662484226494,141.75630269801246,0.803757531848517,0,-0.6460261700032197,0.7968699988839261,0.3649982048787317,0,-1.0,-2.5182147827404663e-08,-1135.3828140259025,650.3027479905585,277.38198887814605,244.64854923297102,277.38198887814605,40.13567464363918,573.1163976223708,61.69232923392848,50.62573596782088,60.62950869016282,11.128019997020415,96.38420662427056,0.46710124061982494,0.818971872872175,0.41944710009340935,0.7699807464223433,0.8668651434798391,0.9853254050174753,0.05286343362922208,280.0245558765073
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.3,0.85,0.4,1.1,1.45,0.3,161,-0.20104166053234995,7.4169740410721445,-0.4000000000000001,2.9499999999999993,7.618015701604494,148.6144346467167,0.8212566110723075,0,-0.6744624212299715,0.7301254489126332,0.46691682885012586,0,-1.0,2.1557610264673357e-06,-912.659846060272,651.617653523001,277.9399486829163,225.54839209668793,277.9399486829163,28.201058928851566,568.199694552777,70.41263720111188,51.227499374769515,57.30982899469802,10.935653787771953,109.72885105349391,0.5131473114930715,0.8199394262828468,0.4655347133580433,0.7777198230937354,0.8661189448765815,0.9852318451315709,0.05078580108551095,280.61068018953245
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.5,0.65,0.4,1.1,1.45,0.3,161,-0.20247012091751954,4.913587588493664,-0.3999999999999999,2.9499999999999997,5.116057709411184,164.594771698899,0.8640421537277722,0,-0.7465688434185271,0.5162399049018959,0.7334963605868815,0,-1.0,-3.921712483457911e-08,-635.9296430092453,641.1112875226572,291.2847032388138,187.59512162149508,291.2847032388138,18.699593863990298,663.4085115657467,125.62461924528606,77.95376280601373,88.5353902348842,13.311100369947496,203.18222979930204,0.6288892568617979,0.8006343430503887,0.5649385354941581,0.7626423802631308,0.8803523494535401,0.9869920898511921,0.10970648681745598,295.3155023828139
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.45,0.15,1.1,1.45,0.3,161,-0.2000554340508886,3.3498607427110025,-0.40000000000000013,2.95,3.549916176761891,175.93335867985923,0.5999999999994902,0,-0.35999999999938825,0.8000000000012206,0.359999999998047,0,-1.0,5.135463877063624e-07,-915.2039971468552,648.6037055248091,294.4489626967323,210.429443796523,294.4489626967323,26.37500281563715,664.1789281942594,87.20763644235478,40.66465507047539,63.11213155009825,12.853176248753499,135.74164818112772,0.6652366340348224,0.8023003543450292,0.6208626818252987,0.7668003800472716,0.8791775020699144,0.9868487196735505,0.10294186778605063,296.61072721274354
U_coupled_shift,2.0,2.4,1.2,100.0,0.3,0.8,0.45,0.25,1.1,1.45,0.3,161,-0.20096979002658427,3.3474727725304803,-0.4000000000000001,2.95,3.5484425625570646,175.85840130280982,0.5999921829677582,0,-0.35999061962241585,0.8000108937312066,0.3599825699113961,0,-1.0,2.795906290246476e-09,-915.1966647964997,651.1341960230618,297.1170172805492,209.8480315910206,297.1170172805492,26.715560814709754,665.9740503421492,87.02829613499706,40.48952247649952,62.804034617953825,12.834311415775783,135.0478844035124,0.6639630845967002,0.8031254706427802,0.6196075525647369,0.767572100817085,0.8785919655734437,0.9867771373080525,0.099725296143435,299.2698365185319
